word,category,confidence,rationale
drivers,other,0.9,"While in some contexts 'drivers' can refer to motivating factors, the term alone does not clearly fit into the emotion, fairness, or cost categories."
penalizing,cost,0.9,"It is conceptually similar to 'penalty' from the cost seed list, implying an imposed cost or negative consequence."
profit,cost,0.8,"Although 'profit' represents a financial benefit rather than a cost per se, it belongs to the economic domain. Given the available options, it is most closely related to the cost framework concerning resource and trade-off considerations."
efficient,cost,1,"Directly related to 'efficiency', a term in the cost theme that deals with resource use and optimization."
highly,other,1,"An adverb that does not convey a specific concept of emotion, fairness, or cost."
others,other,1,"A generic term referring to additional people or things, without a specific semantic link to the target categories."
volatile,cost,0.85,Often used to describe instability or risk _ concepts which relate to the economic and resource-based considerations in the cost category.
jarring,emotion,0.9,"The term __arring_ is associated with producing a sudden shock or disturbance, which aligns it with emotional reactions."
righteousness,fairness,1,"Closely related to justice and moral correctness, it fits squarely within the fairness category."
system,other,1,"A general term referring to a set of interacting components, with no inherent connection to the semantic fields of emotion, fairness, or cost."
suggest,other,1,A verb meaning 'to propose' that does not directly align with the provided semantic categories.
threshold,other,0.9,"Although the term can be used in cost-related assessments (such as threshold limits), in isolation it is too generic to be definitively assigned to any one category."
prosociality,fairness,0.9,"This term refers to behavior intended to benefit others, which is closely related to fairness and equitable social practices."
rejects,fairness,0.9,"Similar to 'rejection', this term implies exclusion or not accepting, aligning it with fairness issues of social inclusion and bias."
enforced,other,0.9,"Though it can be related to the imposition of rules or penalties, the term on its own is too ambiguous to confidently say it directly reflects emotion, fairness, or cost."
cathartic,emotion,0.9,"Refers to an emotional release or cleansing, aligning with the emotional seed list."
contradict,other,0.9,"Indicates opposing a statement; it does not evoke a clear emotional, fairness, or cost-related concept."
fists,other,0.9,"Refers to a physical object (i.e. hands in a fighting gesture) and is not clearly tied to emotion, fairness, or cost in this context."
lessens,other,0.8,"Means to reduce or diminish; however, it is a generic term and not specifically linked to emotion, fairness, or cost."
return,other,0.9,"A common term denoting coming back or yielding a result, with no clear connection to the given semantic categories."
easy,other,0.8,"Implies low effort or simplicity but does not map closely to the specific semantic notions of emotion, fairness, or cost."
body,other,0.9,Refers to a physical entity and does not clearly align with any of the target semantic categories.
symbolic,other,0.9,"Describes something representing a broader idea but does not directly evoke emotion, fairness, or cost."
eart,other,0.7,Possibly a typo (e.g. for 'earth'); it does not clearly associate with any of the three target semantic categories.
thought,other,0.9,"A cognitive process that does not directly fall under emotion, fairness, or cost."
subsides,emotion,0.7,"Often used in the context of emotions (e.g. anger subsides), suggesting a diminishing emotional intensity."
trivial,other,0.9,"Indicates something of little importance, which doesn__ map onto emotion, fairness, or cost."
benchmark,other,0.8,"Refers to a standard or point of comparison, which does not clearly align with the focus on emotion, fairness, or cost."
won,other,0.9,"Past tense of 'win'; while related to success, it is not directly categorized as an emotion, fairness, or cost term."
round,other,0.9,"A term with multiple meanings (shape, cycle, etc.) that does not clearly match any of the semantic categories provided."
male,other,0.8,"Denotes gender and does not fall within the emotion, fairness, or cost categories as defined by the seed lists."
regret,emotion,0.9,"Expresses a negative emotional state, fitting squarely within the emotion category."
times,other,0.9,"A general term that may refer to instances or multiplication, without a clear link to emotion, fairness, or cost."
g,other,0.9,A letter or variable without inherent semantic alignment to any of the specified categories.
engagement,other,0.8,"While it can refer to emotional or social involvement, in this context it is too ambiguous to clearly fall under emotion, fairness, or cost."
overall,other,0.9,An adverb indicating generality; it does not invoke a specific concept within the target categories.
noticeable,other,0.9,"Describes something that stands out but does not directly connect to emotion, fairness, or cost."
greedily,emotion,0.7,"Conveys an emotional manner (often associated with avarice or intense desire), linking it to the emotion category even though it isn't a seed word."
innate,other,0.9,"Describes something inborn or natural, which is not directly related to emotion, fairness, or cost."
fueled,other,0.6,"An ambiguous term that can be used in many contexts (e.g., fueling a movement or emotion); without additional context, it does not clearly align with any category."
bitterness,emotion,0.9,"Denotes a negative emotional state, fitting well within the emotion category."
acute,other,0.7,"An adjective meaning intense or severe; while it can modify emotional or cost-related concepts, by itself it is too generic and ambiguous."
e,other,0.9,Likely represents a letter or variable without inherent semantic content related to the target categories.
combined,other,0.9,"Indicates a joining of elements and does not have a direct connection to emotion, fairness, or cost."
compel,other,0.9,Means to force or drive someone to act; it does not directly evoke any of the specified semantic domains.
effortless,cost,0.7,"Implies a lack of required effort or resource expenditure, conceptually related to cost reduction even though it isn__ in the seed list verbatim."
exists,other,0.9,"A basic existential term without specific connection to the semantic categories of emotion, fairness, or cost."
lowers,other,0.9,"A verb meaning to reduce; similar to 'lessens', it is too generic to clearly associate with any one of the defined categories."
negotiable,cost,0.7,"Often used in the context of price or cost discussions (e.g., negotiable cost), aligning it with the cost-related semantic field."
maintains,other,0.9,"Indicates preserving or keeping something constant, which does not explicitly relate to emotion, fairness, or cost."
crosses,other,0.9,"A general verb that does not provide clear evidence of affiliation with emotion, fairness, or cost."
justifies,fairness,0.8,"Contains the root 'just', connecting it in meaning to notions of fairness, equality, or moral rightness."
cools,other,0.8,"Primarily refers to reducing temperature; although it can be metaphorical (e.g., calming down emotionally), the term is too ambiguous on its own."
strength,other,0.9,"A term denoting power or resilience; while it may appear in emotional contexts (e.g., inner strength), it does not explicitly fall within the provided emotion, fairness, or cost semantic domains."
fueling,other,0.6,"Similar to 'fueled', it is ambiguous and can apply in multiple contexts (such as driving an emotion or a process), without a clear tie to any category."
provided,other,0.9,"A common auxiliary verb in contexts of offering or supplying; it does not distinctly align with emotion, fairness, or cost."
stingy,cost,0.8,"Describes unwillingness to give or spend resources, which conceptually relates to cost management despite not being in the original seed list."
energizes,emotion,0.8,Connotes an uplifting or invigorating effect that can trigger positive emotional responses.
order,other,0.9,"Refers generally to arrangement or command and does not have a direct association with the emotion, fairness, or cost categories."
occurred,other,0.9,"Indicates that something happened in the past, which is not specifically linked to any of the semantic categories."
reflecting,other,0.9,"Describes the process of thoughtful consideration, falling under a generic cognitive domain rather than emotion, fairness, or cost."
purposeful,other,0.9,"Implies intentionality and meaning, and does not directly tie in with the specific categories of emotion, fairness, or cost."
matters,other,0.9,"A general term regarding importance that lacks a specific connection to emotion, fairness, or cost."
instinct,other,0.9,"Refers to an innate behavioral impulse; while sometimes related to emotions, it is more a basic biological concept and doesn__ clearly match the provided categories."
objectively,fairness,0.8,"Implies an impartial or unbiased perspective, which aligns with the fairness category concepts such as 'impartial' and 'unbiased'."
ustice,fairness,0.8,"Appears to be a misspelling of 'justice', which is clearly in the fairness seed list."
disruption,other,0.9,"The term refers to a break or disturbance; it does not clearly align with emotion, fairness, or cost concepts as provided by the seed lists."
allocate,cost,0.7,"To allocate is to distribute resources; while not a seed word per se, it is semantically related to resource management and cost__elated efficiency considerations."
aligned,other,0.8,"The word suggests being in agreement or in line with something, but it does not directly pertain to emotion, fairness, or cost."
corrected,other,0.8,"Although it implies making something right, it is a general term and does not strongly match the specialized semantic fields of emotion, fairness, or cost."
linger,other,0.9,This word means 'to stay in a place longer than necessary' and does not align with any of the seed categories.
adheres,other,0.9,"Means 'sticks to' or 'follows'; it does not carry the semantic connotations of emotion, fairness, or cost."
notice,other,0.9,Refers to the act of observing or becoming aware and does not fit into the provided semantic categories.
dominate,other,0.8,"While it conveys a sense of control or power, it does not explicitly relate to the emotion, fairness, or cost categories defined by the seed words."
averages,other,0.9,"Typically used in a quantitative sense and does not semantically align with emotion, fairness, or cost."
enough,other,0.9,"A general qualifier lacking a clear link to emotion, fairness, or cost domains."
game,other,0.9,"The term is ambiguous and does not directly fall into the categories of emotion, fairness, or cost."
intolerance,fairness,0.8,"__ntolerance_ carries a connotation of prejudice or discriminatory behavior, aligning it with fairness issues."
actions,other,0.9,"A generic term that does not inherently express a concept related to emotion, fairness, or cost."
cutoff,other,0.85,"Refers to a point of termination or limit, but does not clearly communicate an emotional, fairness, or cost concept per the seed lists."
stability,other,0.85,"Denotes consistency or steadiness and does not distinctly fall into the emotion, fairness, or cost categories."
acted,other,0.9,The past tense of __ct_; it is too generic to be clearly associated with any of the specified semantic categories.
intentional,other,0.85,"Describes purposefulness but does not inherently imply an emotional, fairness, or cost-related concept."
upon,other,1,A preposition with no semantic relation to the targeted categories.
offers,other,0.9,"This term is generic, referring to presenting something, and does not align clearly with emotion, fairness, or cost."
returns,other,0.9,"Typically used in contexts like finance or actions but does not inherently relate to emotion, fairness, or cost."
chest,other,1,"Refers to a body part or a container and does not fit into emotion, fairness, or cost."
distribution,other,0.7,"Although __istribution_ can sometimes be linked to fairness in the context of equitable sharing, it is too generic without additional context and thus is classified as other."
softens,other,0.9,"Implies a process of making something less harsh but does not inherently imply a significant emotional, fairness, or cost concept."
finds,other,0.9,A generic verb that does not align specifically with any of the seed lists or semantic domains.
gains,other,0.9,"While it implies an increase, the term lacks a specific tie to emotion, fairness, or cost as defined by the seed words."
burn,other,0.6,"__urn_ can have various meanings including physical burning or metaphorical use (e.g. burn rate in resource use). However, without context it does not clearly match one of the specified categories."
individualist,other,0.8,"This term describes a personality type or approach and does not inherently express an emotion, fairness, or cost-related idea."
exploit,fairness,0.6,"While __xploit_ can be used in various contexts, in social and ethical scenarios it implies taking unfair advantage, which relates it to fairness concerns."
intolerable,fairness,0.6,"Often used to denote something unacceptable, it can imply a failure in fairness, especially in contexts discussing unjust conditions."
caps,other,0.85,"Refers to limits or maximums in various contexts and does not have a strong affiliation with the emotion, fairness, or cost domains as defined here."
outweigh,other,0.85,This comparative term is used in decision-making and evaluation but does not inherently correspond to any of the three semantic categories.
hurts,emotion,0.7,"Shares semantic similarity with 'pain', which is in the emotion seed list, indicating a feeling of distress or suffering."
win,other,0.7,"Although winning can evoke positive emotions, the word itself is more a descriptor of an outcome rather than an emotion, fairness, or cost term."
resilience,emotion,0.7,"Associated with the ability to bounce back emotionally from adversity, it is closest to the emotion domain even though it is not explicitly in the seed list."
leans,other,0.8,"Typically indicates a tendency or preference and does not clearly relate to the emotion, fairness, or cost categories."
fully,other,1,"An adverb that does not convey a specific concept related to emotion, fairness, or cost."
explain,other,0.9,A general cognitive process that does not fit into any of the specialized semantic categories provided.
violated,fairness,0.8,"The term suggests a breach of rules or rights and is conceptually linked to fairness issues, such as injustice."
agitating,emotion,0.7,"Implies stirring up feelings or unrest, which is most closely aligned with emotional responses."
betray,emotion,0.7,"Associated with feelings of distrust and hurt, 'betray' tends to evoke emotional responses even though it can also have ethical implications."
desire,emotion,0.8,"This word expresses a strong feeling or longing, which is inherently an emotional concept."
key,other,0.85,"Often used as an adjective meaning 'important' or as a noun referring to a tool, it does not specifically align with the emotion, fairness, or cost categories."
difficulty,other,0.85,"While it suggests a challenge or problem, 'difficulty' is a general term that does not specifically fall under emotion, fairness, or cost."
react,emotion,1,"This word is explicitly listed in the emotion seed words, referring to an emotional response."
correction,other,0.8,"Closely related to 'corrected', it refers to the act of fixing something and does not specifically fall under any of the three semantic categories."
rosocial,other,0.5,"The term is unclear and might be a misspelling (potentially intended as 'prosocial'), but as given it does not clearly map to emotion, fairness, or cost."
offsetting,cost,0.7,"Implies a balancing or compensatory mechanism often seen in resource or cost calculations, aligning it with the cost category."
exactly,other,1,"An adverb of precision that does not fall under the domains of emotion, fairness, or cost."
ike,other,0.5,The term is unclear (possibly a misspelling or an abbreviation) and does not clearly align with any of the specified semantic categories.
motives,other,0.9,"__otives_ refers to underlying reasons or intentions and does not have a clear semantic overlap with emotion, fairness, or cost as defined by the seed lists."
earns,other,0.9,"__arns_ generally relates to gaining or receiving (often money), and does not align with the emotion, fairness, or cost seed concepts."
expectation,other,0.85,"While expectations can influence feelings, the word itself is a cognitive notion and is not semantically central to any of the three provided categories."
generally,other,1,"__enerally_ is a generic adverb that does not convey an emotion, fairness-related value, or cost concept."
closure,other,0.8,"Although closure can relate to emotional resolution, it does not have a direct entry or clear alignment with the provided emotion seed words."
energized,emotion,0.9,"__nergized_ describes a state of heightened activation or excitement, which aligns well with the emotion category (e.g. similar to __xcited_)."
ease,emotion,0.85,"__ase_ often connotes comfort and a relaxed state, resonating with positive emotional states like __omfort_ from the emotion list."
far,other,1,"__ar_ is a general spatial or metaphorical adverb with no inherent affiliation to emotion, fairness, or cost concepts."
principled,fairness,0.8,"__rincipled_ suggests adherence to moral or ethical standards, which is conceptually linked to fairness and justice values."
concern,emotion,0.8,__oncern_ can indicate a state of worry or care _ an affective response _ placing it under the emotion category.
unchecked,other,0.9,__nchecked_ describes a state of being uncontrolled or unrestrained and does not clearly align with any of the three provided semantic categories.
instincts,other,0.85,"Though instincts can drive emotional responses, the term itself refers to innate tendencies and does not directly match the emotion, fairness, or cost seed words."
predictability,other,0.9,"__redictability_ is generally a descriptor of consistency or reliability and does not fall squarely into the emotion, fairness, or cost semantic areas."
worthwhile,other,0.9,"__orthwhile_ denotes value or merit, but it does not directly match any emotion, fairness, or cost concept from the seed lists."
neutrality,fairness,0.95,"Neutrality implies impartiality and lack of bias, aligning very closely with the fairness seed words such as __mpartial_ and __nbiased_."
settles,other,0.8,"While __ettles_ can be used in contexts like settling disputes, in isolation it does not clearly map onto emotion, fairness, or cost as defined by the seeds."
extremes,other,0.9,"__xtremes_ is a descriptive word for boundaries or limits and does not inherently represent an emotional state, fairness concern, or cost issue."
charged,emotion,0.7,"__harged_ can imply being emotionally aroused or intense (as in __motionally charged_), which lends it an emotional nuance despite some ambiguity."
enabling,other,0.85,"__nabling_ describes facilitating an action or process and does not align clearly with the semantics of emotion, fairness, or cost."
impulsive,emotion,0.85,"__mpulsive_ refers to acting on sudden feelings without deliberation, indicating an emotional, reactionary behavior."
dominance,other,0.8,"Although __ominance_ involves power dynamics, it does not directly align with the specific fairness vocabulary (which focuses on impartiality and justice) nor with emotion or cost."
stance,other,0.85,"__tance_ indicates a position or viewpoint that may emerge from various considerations; it does not specifically pertain to emotion, fairness, or cost."
simulated,other,1,"__imulated_ refers to something that is imitated or modeled and does not correspond to any particular semantic concept among emotion, fairness, or cost."
controlled,other,0.9,"Although __ontrolled_ can appear in descriptions of regulated behavior (which might have emotional connotations), by itself it does not clearly fall into any of the three seed categories."
hot,emotion,0.7,"__ot_ can be used metaphorically to describe emotionally charged or heated situations, which is why it is tentatively placed in the emotion category despite its ambiguity."
sanctioning,fairness,0.75,"__anctioning_ involves imposing or authorizing penalties or approvals, a process often rooted in legal or moral fairness considerations."
individualism,other,0.85,"__ndividualism_ refers to a social or philosophical stance emphasizing the individual rather than collective principles; it does not directly match the emotion, fairness, or cost categories."
lost,emotion,0.8,"__ost_ often conveys a sense of disorientation or sadness, which places it within an emotional context."
reactive,emotion,0.9,"Closely related to the seed word __eact_ and its connotations of spontaneous emotional responses, __eactive_ fits well within the emotion category."
clenching,emotion,0.85,"__lenching_ (as in clenching fists) can be a physical manifestation of emotional states like anger, thus it is associated with the emotion category."
preserves,other,0.85,"__reserves_ generally means to maintain or keep something intact, and does not inherently capture an emotional, fairness, or cost-related notion."
distrust,emotion,0.95,"__istrust_ is an emotional state reflecting a lack of trust, making it a clear fit for the emotion category."
made,other,1,"__ade_ is a common verb that does not convey a distinct emotional, fairness, or cost-related meaning on its own."
rounds,other,1,"__ounds_ is a general term that can refer to cycles, iterations, or groups and does not directly resemble any of the three semantic categories."
situation,other,1,"A generic term for a set of circumstances, __ituation_ does not by itself imply an emotion, fairness issue, or cost concept."
briefly,other,1,"__riefly_ is an adverb describing duration and does not carry inherent semantic content related to emotion, fairness, or cost."
broken,other,0.9,"While __roken_ can imply malfunction or failure, it does not clearly map to the emotion, fairness, or cost seed words without more context."
ut,other,0.95,__t_ appears to be an abbreviation or fragment that does not have a clear semantic association with any of the provided categories.
increase,other,0.9,"__ncrease_ indicates a quantitative change and does not inherently belong to the emotion, fairness, or cost categories as defined."
better,other,0.9,"Though __etter_ suggests improvement, it does not have a direct semantic alignment with the emotion, fairness, or cost seed words."
short,other,0.95,__hort_ is an adjective related to duration or length and is not specifically linked to any of the three categories.
required,other,1,"__equired_ is a common descriptor of necessity and does not communicate an emotion, fairness concern, or cost factor on its own."
penalty,cost,1,__enalty_ is explicitly listed among the cost seed words and denotes a negative consequence or cost.
lack,other,0.9,"__ack_ refers to an absence or insufficiency. While it can contribute to a negative state, it does not directly align with the specified seed lists."
subclinical,other,1,"__ubclinical_ is a technical term often used in a medical context and does not correspond to any of the emotion, fairness, or cost categories."
glaring,emotion,0.6,__laring_ can describe an intense or harsh quality (often in reference to an emotion like anger or shock) though it also can be used descriptively in other contexts; here it has some emotional connotation.
erase,other,0.95,"__rase_ means to remove or delete and does not carry an inherent emotional, fairness-related, or cost-specific meaning."
conviction,emotion,0.7,"__onviction_ can refer to a strong internal belief or certainty, which may be associated with an emotional state. Although it might also have legal connotations, here it is classified based on its affective strength."
emerges,other,0.95,"__merges_ indicates the act of coming into view or becoming apparent and does not align with the emotion, fairness, or cost categories."
vigilance,emotion,0.8,"__igilance_ denotes a state of watchful alertness, which is closely related to emotional states such as anxiety or cautiousness."
compared,other,0.9,"The term is used to indicate a comparison and does not evoke emotions, fairness implications, or cost considerations."
notes,other,0.9,"Refers to recording or mentioning information, with no clear emotional, fairness__r cost-related connotation."
awareness,other,0.8,"While being aware may relate to understanding context, it does not clearly align with the emotional, fairness, or cost categories provided."
peaks,other,0.9,Refers to high points (often in a physical or temporal sense) and does not semantically match any of the three specific categories.
didn,other,1,"An informal contraction (of 'didn't') with no inherent emotional, fairness, or cost meaning."
offset,cost,0.6,"Often used in contexts such as offsetting costs or balancing expenses, it hints at resource or cost considerations despite not being in the seed list."
decisively,other,0.9,"An adverb describing manner of decision-making, without a direct link to emotion, fairness, or cost."
tenses,other,1,Refers to grammatical time distinctions and is not associated with any of the three semantic categories.
eels,other,1,"Refers to the animal and has no discernible connection to emotion, fairness, or cost."
consistently,other,1,"An adverb describing uniformity in action; it does not inherently suggest feelings, fairness issues, or cost-related aspects."
relieved,emotion,1,A clear emotional state (aligned with 'relief' in the seed list) expressing the alleviation of stress or worry.
endorsing,other,0.7,"While it expresses support or approval, it does not directly tie into the core connotations of emotion, fairness, or cost as defined in the seed lists."
moderated,other,0.8,"Implies a process of making something less extreme or controlling it, but does not clearly align with emotion, fairness, or cost."
chosen,other,1,"Merely indicates selection; it does not evoke a specific emotion, fairness consideration, or cost implication."
regulation,other,0.8,"Generally relates to rules and oversight; although it can intersect with fairness in policy contexts, it does not clearly belong to fairness, emotion, or cost by itself."
appreciates,emotion,0.8,"Involves a positive acknowledgment or gratitude, resonating with the emotional seed words like 'grateful' and 'happy'."
splits,other,0.8,"Indicates division or separation and does not clearly evoke an emotional state, fairness issue, or cost concern."
face,other,1,"A common term used in multiple contexts (e.g., confronting an issue) but does not specifically align with emotion, fairness, or cost."
release,other,0.8,"Though it might sometimes relate to emotional release, on its own it is ambiguous and not a direct match to the predefined emotion seed words."
mathematically,other,1,"An adverb related to mathematical computation; it does not align with emotion, fairness, or cost meanings."
deep,other,1,"A general descriptor that lacks sufficient semantic ties to the categories of emotion, fairness, or cost."
overwhelm,emotion,0.8,"Often describes an emotional state of being inundated, akin to feelings of stress or being emotionally overcome."
potential,other,1,"Refers to possibility or capability and does not align specifically with the emotional, fairness, or cost domains."
races,fairness,0.7,"References classifications that are often central to fairness and equity discussions, particularly in terms of representation and discrimination."
favor,fairness,0.8,"Suggests partiality or preferential treatment, which ties into fairness concepts (as seen with 'favoritism' in the seed list)."
justify,fairness,1,"Directly relates to notions of fairness and justice, echoing seed words such as 'just' and 'justice.'"
worsen,other,0.8,"Indicates deterioration but does not directly fall within the emotional, fairness, or cost categories as defined by the seeds."
lowering,cost,0.7,"Implies a reduction, which in many contexts (e.g., lowering costs or expenses) connects it to cost considerations."
might,other,1,"A modal verb expressing possibility, without an inherent tie to emotion, fairness, or cost."
pure,other,0.9,A descriptive term for quality that is not clearly associated with any of the three specified categories.
channeled,other,0.9,"Refers to directing or guiding something and does not have a distinct connection to emotion, fairness, or cost."
confirms,other,1,"A verb that relates to validation or verification, without specific ties to the target semantic categories."
exploiting,other,0.5,"While 'exploiting' can refer to taking advantage of resources (a potential cost aspect) or unfair practices, it is ambiguous without more context and does not clearly belong to one seed category."
investment,cost,0.8,"Relates to the allocation of resources or money, fitting the cost category which involves expenses and resource considerations."
strain,cost,0.6,"Often used to describe a burden or pressure on resources, linking it more closely to cost even though it can sometimes have an emotional connotation."
dollar,cost,1,"Directly represents a unit of currency, making it squarely a cost-related term."
fee,cost,1,"Refers to a monetary charge or cost, clearly aligning with the cost category."
aware,other,0.8,"Denotes a state of consciousness or knowledge, without a strong semantic tie to emotion, fairness, or cost as defined in the lists."
observing,other,1,"Describes the act of noticing or watching, and does not belong to the emotion, fairness, or cost categories."
upsetting,emotion,0.9,"Closely related to the emotional state 'upset' from the emotion seed list, indicating a negative emotional reaction."
rewards,other,0.6,"Although rewards can evoke positive feelings, the term itself refers to benefits or returns and does not neatly fall into the emotion, fairness, or cost seed categories."
shortchanging,fairness,1,"Implies providing less than what is deserved, which directly resonates with fairness concerns and issues of equitable treatment."
demanding,cost,0.8,"Connotes requiring a lot of effort or resources, aligning it with cost-related considerations like labor or workload."
clinical,other,1,"Relates to a clinical or medical context and does not specifically evoke emotion, fairness, or cost categories."
ideal,other,0.9,"Describes a state of perfection or an optimal condition, without a direct semantic link to the predefined categories."
compels,other,0.9,"Means to force or drive something to happen, and does not inherently fall under emotion, fairness, or cost."
dimension,other,1,"Refers to an aspect or measure of something, which is not specifically related to any of the three semantic categories."
sensitive,other,0.8,"Though it can be related to feelings, 'sensitive' as an adjective is too general and does not uniquely match the emotion seed list or fairness/cost categories."
boosts,other,1,"Implies an increase or enhancement, and without further context it does not clearly pertain to emotion, fairness, or cost."
layer,other,1,"Typically refers to a level or stratum in a structure, with no specific association to emotion, fairness, or cost."
price,cost,1,The word appears exactly in the cost seed list.
avoid,other,0.8,"Although 'avoid' suggests a deliberate action, it is not semantically aligned with the emotion, fairness, or cost seed words."
deserved,fairness,0.7,"The term __eserved_ hints at notions of justice and merit, which are central to fairness, even though it is not explicitly in the fairness list."
nullify,other,0.8,The verb __ullify_ (to invalidate) does not clearly map onto any of the provided semantic categories.
fatigue,emotion,0.7,"While not explicitly listed, 'fatigue' describes a state of tiredness that is affective in nature and similar to other emotion words."
activates,other,0.8,"This verb indicates initiating or triggering an action but does not inherently belong to the emotion, fairness, or cost categories."
load,cost,0.7,__oad_ is semantically similar to 'workload' (a seed in the cost list) and is associated with burden or resource usage.
consequence,cost,1,"The word 'consequence' appears directly in the cost seed list, indicating an effect or outcome that is weighed like a cost."
faces,other,0.8,"This word serves as a general verb meaning 'encounters' without a clear link to emotion, fairness, or cost."
avoidance,other,0.8,"Although related in form to 'avoid', 'avoidance' does not invoke a clear concept from the provided seed lists and is best classified as other."
rush,other,0.7,__ush_ can imply speed or urgency but does not clearly align with any of the three semantic categories.
skewed,fairness,0.7,"The term 'skewed' suggests bias or distortion, which aligns with fairness-related concepts in the seed list (e.g. 'biased')."
interpretation,other,0.8,"This word describes a cognitive process rather than an emotion, fairness concept, or cost consideration."
calms,emotion,0.65,"__alms_ implies reducing agitation or anxiety, which is closely related to emotional regulation, aligning it with emotion words."
disappointment,emotion,1,This noun is the affective state related to the seed word 'disappointed' and clearly fits under the emotion category.
linked,other,0.8,__inked_ functions as a relational term and does not fall into any of the three specific semantic categories.
onsistent,other,0.75,"Assuming this a misspelling of 'consistent', it remains a descriptive term without a clear connection to the emotion, fairness, or cost categories."
inherently,other,0.8,This is an adverb describing the essential nature of something and does not align with any of the designated semantic categories.
sparking,other,0.7,"While 'sparking' could evoke the idea of triggering an emotion, on its own it does not clearly indicate an emotion, fairness, or cost concept."
deepens,other,0.8,"This verb signifies intensification but does not inherently convey a specific emotion, fairness, or cost-related meaning."
needed,other,0.8,"The word 'needed' is a general descriptor of requirement and does not fall clearly within the emotion, fairness, or cost categories."
enable,other,0.8,"Though it denotes making something possible, 'enable' does not semantically align with the provided seed lists."
white,fairness,0.6,"While 'white' is primarily a color, in social contexts it is often relevant to discussions of race and fairness; thus it can be associated with fairness-related topics."
irritating,emotion,0.8,"The descriptor 'irritating' conveys a negative affective quality, aligning it with the emotion category."
around,other,0.9,"A preposition that does not express any inherent emotion, fairness, or cost concept."
hopelessness,emotion,0.95,"A clearly affective term that denotes a negative emotional state, making it a fit for the emotion category."
visualizes,other,0.8,This verb refers to the process of forming a mental image and does not yield any obvious connection to the three target categories.
rapid,other,0.8,"An adjective related to speed, but it does not fall under emotion, fairness, or cost as per the seed lists."
offensive,fairness,0.7,"The term 'offensive' can suggest actions or language that are discriminatory or biased, linking it to fairness despite not being explicitly listed."
frustrating,emotion,1,__rustrating_ clearly expresses a negative emotional reaction and aligns directly with the emotion seed word 'frustrated'.
deciding,other,0.8,"A verb indicating the process of making a decision, which does not directly relate to the emotion, fairness, or cost categories."
shouldn,other,0.8,Appears to be a truncated form of 'shouldn't' and does not carry a clear semantic link to any of the target categories.
annoyed,emotion,0.9,"This word clearly denotes a negative emotional state, making it a fit for the emotion category."
everything,other,0.9,"A broad, non-specific term that does not convey any meaning related to emotion, fairness, or cost."
hidden,other,0.75,"While 'hidden' might sometimes contextualize issues (for example, hidden costs), on its own it does not clearly fall into any of the three categories."
severely,other,0.9,"An adverb that intensifies adjectives but does not independently indicate an emotion, fairness, or cost concept."
validates,other,0.8,"A verb meaning 'to confirm or substantiate' that does not exhibit a clear relation to emotion, fairness, or cost."
prior,other,0.8,This term indicates precedence in time or order and does not map onto any of the three specific semantic categories.
impulses,other,0.7,"Although 'impulses' can be related to emotional drives, in this context it is used as a general action word that does not clearly belong to the emotion category."
subdimensions,other,0.8,"A technical term that does not express any clear emotional, fairness, or cost-related meaning."
l,other,0.99,A single letter token that does not convey any semantic content relevant to the target categories.
purpose,other,0.8,"Although 'purpose' relates to meaning or intent, it does not directly align with emotion, fairness, or cost as defined by the seed lists."
stakes,other,0.8,"Even though 'stakes' are highly relevant in decision__aking contexts (e.g. high stakes), the term does not belong specifically to emotion, fairness, or cost categories per the provided seeds."
intervene,other,0.8,"A verb meaning to step in or modify an outcome, which does not have an obvious association with any of the three defined categories."
removes,other,0.8,"A common action verb without a clear semantic link to emotion, fairness, or cost."
quiet,emotion,0.6,"Though it can be descriptive of an environmental state, 'quiet' can also be associated with a calm or subdued emotional state, placing it tentatively in the emotion category."
thinking,other,0.8,"A cognitive process term that does not inherently indicate an emotional state, fairness issue, or cost implication."
gives,other,0.9,A generic verb that does not carry a semantic meaning aligning it with any of the target categories.
calculations,other,0.7,"Although related to numerical or analytical processes (and tangentially to cost considerations like compute or resource usage), 'calculations' does not match the provided seed term for cost."
lifting,other,0.8,"A verb that generally refers to raising or moving something and does not semantically align with emotion, fairness, or cost in the context provided."
denying,other,0.8,"The word 'denying' does not strongly evoke a particular emotion, fairness, or cost concept according to the seed lists, so it is classified as other."
nough,other,0.8,The term 'nough' (presumably a misspelling or abbreviation of 'enough') does not clearly fit any of the seed semantic categories.
contextual,other,0.8,"Contextual is an attributive adjective that provides background detail without aligning with emotion, fairness, or cost."
ven,other,0.8,The word 'ven' does not correspond to any of the seed words or clear semantic concept in the three categories.
effort,cost,1,"The word 'effort' appears in the cost seed list, linking it to resource or workload considerations."
standards,other,0.7,"While 'standards' can relate to principles or norms, it is not explicitly aligned with the specific fairness seed (which focuses on terms like 'fair' and 'justice') and is therefore classified as other."
typical,other,0.8,"The adjective 'typical' is descriptive and does not semantically align with emotion, fairness, or cost."
leading,other,0.8,The term 'leading' is more related to prominence or precedence and does not match any of the target categories.
ensures,other,0.8,"__nsures_ functions as a verb indicating guarantee, without a clear connection to any of the semantic domains provided."
requested,other,0.8,"The term 'requested' is neutral and does not associate with emotion, fairness, or cost concepts."
buffers,cost,0.8,"Although not an exact seed word, 'buffers' is related to computing and resource management (e.g. memory buffers) which aligns it with cost considerations."
