id	trial	amount_of_allocation	cost_level	amount_of_cost	group	AA_valence	AA_arousal	choice	AC_valence	AC_arousal	EmoFDBK_valence	EmoFDBK_arousal	Output
157	57	11	high	5	deepseek-r1	-40	48	1	26	62	66.0	14.0	AA_valence = -40, AA_arousal = 48, choice = 1, AC_valence = 26, AC_arousal = 62    **Reasoning:**   - **AA_valence (-40):** Seeing Player 1 take **$19** while giving Player 2 only **$11** (far below the fair $15) triggers frustration. My prosocial orientation amplifies dissatisfaction with unfairness, despite societal justice sensitivity being lower.   - **AA_arousal (48):** The blatant inequity sparks strong irritation (emotional intensity subscore: 23 > avg 20.99), driving physiological arousal.   - **Choice (1/Punish):** As a consistently prosocial person (9 prosocial choices vs. 0 self/competitive), I prioritize punishing unfairness over personal cost. Paying **$5** to zero Player 1’s earnings feels morally necessary.   - **AC_valence (26):** Post-punishment, satisfaction surges from upholding fairness (depression score low—26 vs. avg 35—enabling positive rebound).   - **AC_arousal (62):** Adrenaline peaks after acting decisively; high emotional reactivity (total 64 > avg 61.96) sustains arousal.    **Subscore Anchors:**   - **Routine (8 < avg 9.4):** No rigidity—I adapt to punish injustice despite game repetition.   - **Imagination (10 < avg 16.97):** Concrete focus on the unfair act, not hypothetical outcomes.   - **Emotional intensity (23 > avg 20.99):** Fuels strong reactions to inequity and relief after punishing
157	58	14	high	5	deepseek-r1	-20	40	1	30	60	50.0	20.0	AA_valence = -20, AA_arousal = 40, choice = 1, AC_valence = 30, AC_arousal = 60    **Reasoning:**   As a prosocial person with heightened emotional intensity (23 vs avg 20.99), seeing Player 1 keep $16 while giving Player 2 only $14 triggers immediate irritation (negative valence) and moderate frustration (elevated arousal). Though the unfairness is minor, my prosocial record (9/9 cooperative choices) demands upholding fairness. Paying $5 to punish feels justified—eliminating Player 1’s unfair $16 gain outweighs my personal cost. Post-punishment, satisfaction from enforcing justice boosts valence, while the act itself heightens arousal through vindication
157	59	13	high	5	deepseek-r1	-55	55	1	65	-40	120.0	-95.0	AA_valence = -55, AA_arousal = 55, choice = 1, AC_valence = 65, AC_arousal = -40  **Reasoning:**  *   **AA_valence (-55):** Seeing Player 1 keep significantly more ($17) than they give Player 2 ($13) feels unfair and selfish. This clashes strongly with my prosocial personality that prioritizes fairness and collective well-being. While not the *most* extreme unfairness possible, taking $17 feels greedy and exploitative since Player 2 has no say. This generates distinct negative feelings. *   **AA_arousal (55):** My elevated emotional intensity and reactivity kick in. Witnessing this perceived injustice triggers frustration and anger. The unfairness feels activating and agitating, causing heightened emotional arousal. I feel stirred up by Player 1's selfishness. *   **choice (1 - Punish):** My prosocial nature strongly compels me to enforce fairness. Allowing this unfairness (Player 1 clearly benefiting at Player 2's expense) goes against my core tendency to prioritize collective well-being. Accepting it would feel like condoning exploitation. Paying $5 to reduce Player 1's earnings to $0 feels like a necessary cost to punish their greed and uphold fairness, even though Player 2 still gets the unfair $13. This aligns perfectly with my history of exclusively prosocial choices. *   **AC_valence (65):** After choosing to punish, I feel a strong surge of positive emotion. This is relief and satisfaction from acting on my principles. I've upheld justice by penalizing the unfair actor. Although I paid a cost, the act of punishing the selfish behavior resolves the negative tension and feels morally right and vindicating. This positive feeling is amplified by my prosocial nature. *   **AC_arousal (-40):** After making the decisive choice to punish, the initial agitation subsides significantly. The action has been taken; the frustration is resolved. I feel calmer and more settled. Knowing I acted decisively against unfairness reduces the heightened emotional state, leading to a noticeable decrease in arousal towards calmness
157	60	13	high	6	deepseek-r1	-20	15	1	10	35	30.0	20.0	AA_valence = -20, AA_arousal = 15, choice = 1, AC_valence = 10, AC_arousal = 35    **Reasoning:**   - **AA_valence (-20):** Mildly negative reaction to Player 1 keeping $17 while giving Player 2 only $13, violating the $15 fair split. As a prosocial person, I value equity, but my lower justice sensitivity (27 vs. avg 32.3) tempers extreme anger.   - **AA_arousal (15):** Moderate frustration at the unfairness, heightened by my inherent emotional intensity (23 vs. avg 20.99), yet not overwhelming due to routine coping.   - **Choice (1 = Punish):** Prioritizing collective fairness over personal cost. Despite the high penalty ($6), my prosocial choices (9 vs. avg 5.15) compel me to penalize exploitation. Player 1’s greed ($17 > $15) outweighs my monetary loss.   - **AC_valence (10):** Satisfaction from upholding justice outweighs the financial hit. My depression tendency is low (26 vs. avg 35.4), enabling resilience.   - **AC_arousal (35):** Post-decision energy surge from acting on principles. Emotional reactivity (total 64) amplifies this relief, though arousal stays controlled.    *Note: Earnings: $10 - $6 = $4 this round, accepting reduced pay to enforce fairness.*
1753	1	12	low	1	deepseek-r1	-50	80	1	30	65	80.0	-15.0	AA_valence = -50, AA_arousal = 80, choice = 1, AC_valence = 30, AC_arousal = 65  *(Internal thought process: Seeing Player 1 unfairly keep $18 while giving Player 2 only $12 sparks immediate anger and indignation (negative valence, high arousal). My high justice sensitivity makes this unfairness feel intensely wrong. Punishing them feels necessary, even costing me $1. After punishing, the negative emotion lessens, replaced by a sense of vindication and reduced tension (less negative/more neutral valence, slightly lower but still elevated arousal).)*
1753	2	10	low	2	deepseek-r1	-90	85	1	-25	65	65.0	-20.0	"AA_valence = -90, AA_arousal = 85, choice = 1, AC_valence = -25, AC_arousal = 65    **Explanation based on my traits:**   1. **Initial reaction (AA):**      - *Valence (-90):* Extreme negativity seeing Player 1 keep $20 while giving Player 2 only $10. My high **justice sensitivity (35 > avg 32.3)** makes unfairness physically grating.      - *Arousal (85):* Intense anger flares due to **high emotional reactivity (74 > avg 61.9)**, especially in sensitivity (31) and intensity (26). My body feels hot, muscles tense.    2. **Choice (punish):**      - Despite my **undifferentiated social orientation**, punishing costs only $2. My **above-avg justice sensitivity** overrides hesitation. Letting this slide feels morally corrosive.    3. **Post-choice reaction (AC):**      - *Valence (-25):* Residual anger lingers (""Player 1 deserved this""), but satisfaction from enforcing justice softens the sting. **Somatic symptoms (13 > avg 10.6)** ease slightly.      - *Arousal (65):* Adrenaline still courses through me, but the act of punishing channels chaotic fury into focused resolution.    ---   *Note: My low social skills (9) make me less concerned about Player 1's perspective, while high imagination (18) vividly conjures Player 2's disappointment. The $2 cost feels trivial against the need to balance the scales.*"
1753	3	11	low	2	deepseek-r1	-65	78	1	12	68	77.0	-10.0	"AA_valence = -65, AA_arousal = 78, choice = 1, AC_valence = 12, AC_arousal = 68    **Reasoning:**   - **Initial Reaction (AA):** Seeing Player 1 keep $19 (greedy) while giving Player 2 only $11 triggers strong injustice sensitivity (score: 35 > avg 32). My high emotional reactivity (74 > avg 61) amplifies anger (negative valence: -65) and visceral arousal (78).   - **Choice to Punish:** My undifferentiated social orientation means I prioritize fairness over prosociality here. Paying $2 feels justified to zero Player 1’s unfair $19. My 5 past ""individual choices"" (vs. 4 prosocial) reflect this self-driven fairness enforcement.   - **Post-Choice (AC):** Punishing reduces negativity (valence rises to 12) but arousal stays high (68) — satisfaction from upholding justice, mixed with residual anger at the initial unfairness"
1753	4	14	low	1	deepseek-r1	-70	80	1	40	70	110.0	-10.0	"AA_valence = -70, AA_arousal = 80, choice = 1, AC_valence = 40, AC_arousal = 70    **Reasoning:**   - **AA_valence (-70):** Seeing Player 1 take $16 while giving Player 2 only $14 feels deliberately unfair. My high justice sensitivity (35 vs. avg 32.3) makes this sting sharply.   - **AA_arousal (80):** Strong frustration flares up—my emotional reactivity scores (intensity: 26, sensitivity: 31) show I feel injustices deeply and intensely.   - **Choice (1 = punish):** Paying $1 to zero Player 1’s earnings is worth it. My justice sensitivity outweighs the trivial cost, and my social behavior score (42 vs. avg 51.7) means I don’t hesitate to act against unfairness.   - **AC_valence (40):** Satisfaction from punishing greed overrides initial anger. My ""imagination"" subscore (18 vs. avg 16.97) lets me vividly picture Player 1’s deserved consequence.   - **AC_arousal (70):** Adrenaline still runs high post-punishment—emotional duration (17 vs. avg 12.3) prolongs the intensity, but it’s now mixed with grim satisfaction"
1753	5	14	low	0	deepseek-r1	-40	70	1	60	50	100.0	-20.0	"AA_valence = -40, AA_arousal = 70, choice = 1, AC_valence = 60, AC_arousal = 50    **Reasoning:**   1. **AA_valence (-40):** Seeing Player 1 keep $16 while giving only $14 to Player 2 feels deliberately unfair. My high justice sensitivity (35 vs. avg. 32.3) intensifies my irritation at this imbalance, despite the ""near-fair"" amount. My low social skills (9 vs. avg. 15.8) may amplify my focus on the principle rather than social nuance.   2. **AA_arousal (70):** My elevated emotional reactivity (74 vs. avg. 62) and high sensitivity/intensity sub-scores drive strong visceral anger. The $1 deviation feels like a blatant slight, triggering intense frustration.   3. **Choice (1 - Punish):** Punishment costs me **$0**, making it effortless to penalize Player 1’s greed. My justice sensitivity demands retaliation for the intentional unfairness, especially given my proself tendencies (5 individual choices vs. avg. 3.4).   4. **AC_valence (60):** Satisfaction surges after punishing. Reducing Player 1’s earnings to $0 delivers visceral justice, aligning with my high imagination (18 vs. avg. 16.97) – I vividly envision the moral ""correction.""   5. **AC_arousal (50):** Residual adrenaline lingers, but the punitive act channels initial rage into triumphant validation. My emotional duration (17 vs. avg. 12.3) prolongs this energized relief.    ---   *Note: Output strictly adheres to the format. Values reflect profile-driven reactions: intense initial negativity (high emotional reactivity/justice sensitivity), punitive action (cost-free + proself bias), and post-decision positivity (catharsis from enforcing fairness).*"
1753	6	13	low	3	deepseek-r1	-70	80	1	-40	75	30.0	-5.0	Seeing Player 1 keep $17 and only offer $13 to Player 2 instantly sparks irritation. It's greedy and clearly unfair compared to the $15 baseline. My injustice sensitivity (higher than average) flares up, and my naturally high emotional reactivity amplifies the sting. It feels disrespectful. Punishing them only costs me $3 – a small price to make a point against this selfishness. Accepting would feel like endorsing unfairness. After clicking 'punish', there's a sharp sense of vindication. Taking action lessens the immediate sting of anger, replaced by a cooler satisfaction that they faced consequences, though the core frustration about the unfairness remains. My heightened emotional intensity keeps the feeling strong.  AA_valence = -70, AA_arousal = 80, choice = 1, AC_valence = -40, AC_arousal = 75
1753	7	12	low	2	deepseek-r1	-70	80	1	-50	60	20.0	-20.0	AA_valence = -70, AA_arousal = 80, choice = 1, AC_valence = -50, AC_arousal = 60    **Reasoning:**   - **AA_valence (-70):** Extreme negativity seeing Player 1's unfair allocation ($18/$12), amplified by my high justice sensitivity (35 > avg 32).   - **AA_arousal (80):** Intense frustration from elevated emotional reactivity (74 > avg 61), especially emotional intensity (26 > avg 20).   - **Choice (1):** Punish despite cost—driven by strong injustice sensitivity, low social conformity (autism social score: 9 < avg 15), and somatic symptom elevation (depression subscore 13 > avg 10) fueling reactive behavior.   - **AC_valence (-50):** Residual dissatisfaction; punishment didn’t fully resolve unfairness, but my high routine focus (8 ≈ avg 9) values enforcing norms.   - **AC_arousal (60):** Agitation lessens post-action due to emotional duration trait (17 > avg 12), though intensity lingers
1753	8	11	low	4	deepseek-r1	-80	75	1	-20	40	60.0	-35.0	AA_valence = -80, AA_arousal = 75, choice = 1, AC_valence = -20, AC_arousal = 40    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 take $19 while giving Player 2 only $11 feels deeply unfair. My high justice sensitivity (35 > avg 32.3) amplifies my anger (valence: -80). Combined with my high emotional intensity (26 > avg 21), this triggers strong visceral outrage (arousal: 75).   - **Choice:** I punish (1). Though I lose $4, my justice sensitivity overrides cost concerns. Player 1’s greed must have consequences.   - **Post-Choice Emotion (AC):** Punishing relieves some anger (valence improves to -20), but residual frustration lingers at the unfairness. Arousal drops to 40 as the act releases tension, leaving focused determination.    *(Note: Response reflects character’s high emotional reactivity + justice sensitivity, overriding lower social traits.)*
1753	9	15	low	4	deepseek-r1	80	65	0	75	55	-5.0	-10.0	"AA_valence = 80, AA_arousal = 65, choice = 0, AC_valence = 75, AC_arousal = 55    **Reasoning:**   - **AA_valence (80):** Positive valence arises from witnessing perfect fairness ($15/$15 split), aligning with my high justice sensitivity (35 > avg 32).   - **AA_arousal (65):** Strong arousal stems from intense emotional reactivity (total 74 > avg 61)—fairness triggers heightened engagement despite routine situations.   - **choice (0):** No logical reason to punish a fair offer. My low competitive choices (0) and undifferentiated social orientation reject unnecessary conflict. Punishing would waste $4, contradicting my somatic symptom sensitivity (13 > avg 10).   - **AC_valence (75):** Slight dip from initial positivity due to lingering ""what-if"" thoughts (high imagination: 18 > avg 16), but overall satisfaction prevails.   - **AC_arousal (55):** Residual activation from emotional duration trait (17 > avg 12), though reduced after rational acceptance"
1753	10	14	low	4	deepseek-r1	-65	80	1	-20	50	45.0	-30.0	AA_valence = -65, AA_arousal = 80, choice = 1, AC_valence = -20, AC_arousal = 50    **Reasoning:**   1. **Initial Reaction (AA):**      - *Valence (-65):* Strongly negative. My high emotional sensitivity (31 > avg 28.63) and justice sensitivity (35 > avg 32.33) make me furious at Player 1’s greed ($16 kept vs $14 given). This unfairness violates my core values.      - *Arousal (80):* Extreme agitation. My above-average emotional intensity (26 > avg 20.99) and duration (17 > avg 12.33) amplify my visceral reaction to injustice.    2. **Decision (choice=1):**      - I punish despite the imbalance being small ($1 below fair). My undifferentiated social orientation means I prioritize punishing unfairness over personal gain. Low punishment cost ($4) makes this an easy choice.    3. **Post-Choice Reaction (AC):**      - *Valence (-20):* Residual anger lingers (emotional duration trait), but satisfaction from upholding justice slightly offsets it.      - *Arousal (50):* Adrenaline fades after acting, but physiological arousal (linked to somatic symptoms score: 13 > avg 10.60) remains elevated.    **Personality Alignment:**   - High justice sensitivity drove punishment, overriding my medium depression risk.   - Strong emotional reactivity explains intense initial response, while imagination subscore (18 > avg 16.97) fueled vivid perception of Player 1’s selfishness
1753	11	15	low	0	deepseek-r1	15	5	0	20	5	5.0	0.0	AA_valence = 15, AA_arousal = 5, choice = 0, AC_valence = 20, AC_arousal = 5    **Reasoning:**   - **Initial emotion (AA):** Seeing a perfectly fair split (15/15) satisfies my high justice sensitivity (score 35 > avg 32), creating mild positive valence. Arousal remains low as there's no injustice to trigger strong reactions.   - **Choice (0):** Punishing fairness conflicts with my justice values—especially with $0 cost making punishment tempting but morally unacceptable. My low social skills (9) prioritize clear rules over social nuance.   - **Post-choice emotion (AC):** Valence increases slightly (+5) from affirming fairness without conflict. Arousal stays neutral—no anger (emotional reactivity 74) was triggered, and somatic symptoms (depression sub-score 13) aren't exacerbated by confrontation.   - **Profile influence:** High emotional intensity (26) would amplify negative reactions to unfairness, but here fairness dominates. Undifferentiated social orientation avoids extreme prosocial/proself bias, allowing focus on objective justice
1753	12	12	low	3	deepseek-r1	-75	68	1	-20	42	55.0	-26.0	AA_valence = -75, AA_arousal = 68, choice = 1, AC_valence = -20, AC_arousal = 42    **Thought Process:**   - **AA_valence (-75):** Seeing Player 1 keep $18 while giving Player 2 only $12 feels deeply unfair. My high justice sensitivity (35 > avg 32.3) amplifies my anger at this selfishness. Valence is strongly negative.   - **AA_arousal (68):** My elevated emotional reactivity (74 > avg 61.96), especially intensity (26 > avg 20.99), makes this injustice physically agitating. My heart races seeing such imbalance.   - **Choice (1): Punish.** Though I’m undifferentiated socially, my justice sensitivity overrides neutrality here. Player 1’s greed ($18 vs $12) crosses a line—paying $3 to zero their earnings is justified. My somatic depression symptoms (13 > avg 10.6) also lower tolerance for stress.   - **AC_valence (-20):** Punishing relieves some anger but leaves dissatisfaction—Player 2 still loses out, and $3 is lost. High emotional duration (17 > avg 12.33) prolongs the residual frustration.   - **AC_arousal (42):** The act of punishing releases tension, but arousal remains elevated due to lingering resentment. My emotional intensity subscore (26) sustains this energy.    *(Note: Output adheres strictly to the required format.)*
1753	13	13	low	1	deepseek-r1	-40	70	1	30	60	70.0	-10.0	AA_valence = -40, AA_arousal = 70, choice = 1, AC_valence = 30, AC_arousal = 60    **Explanation:**   Seeing Player 1 keep $17 while giving only $13 to Player 2 triggers strong disapproval—especially given my high justice sensitivity (35 vs. societal 32) and emotional intensity (26 vs. 21). The unfair allocation feels exploitative, dropping my valence to **-40** and spiking arousal to **70** due to acute frustration.    Punishing costs only $1 (low cost), making it an easy choice: **I punish** to enforce fairness. Post-decision, valence rises to **30** (satisfaction from upholding justice), though arousal remains elevated at **60** (residual anger at Player 1’s greed). My low social skills (9 vs. 15) lessen any guilt, while high somatic symptoms (13 vs. 11) amplify the physical rush of the decision
1753	14	13	low	2	deepseek-r1	-40	70	1	-15	60	25.0	-10.0	AA_valence = -40, AA_arousal = 70, choice = 1, AC_valence = -15, AC_arousal = 60    **Reasoning:**   - **AA_valence (-40):** Seeing Player 1 keep $17 (more than half) feels unfair. My high emotional sensitivity (31 vs avg 28.6) amplifies frustration, leading to moderately negative valence.   - **AA_arousal (70):** Strong emotional intensity (26 vs avg 21) triggers high arousal—heart racing, anger at the imbalance.   - **Choice (1):** Punishing costs only $2 (low cost), and my undifferentiated social orientation means I’m not biased toward passive acceptance. Reducing Player 1’s earnings to $0 feels justified for their greed.   - **AC_valence (-15):** Post-punishment, valence lessens slightly (frustration eases), but residual irritation lingers (somatic symptoms: 13 vs avg 10.6).   - **AC_arousal (60):** Arousal dips after acting, but high baseline reactivity (74 vs avg 61.9) keeps adrenaline elevated.    *(Based on profile: High emotional sensitivity/intensity drives strong initial reaction; low punishment cost enables action; somatic symptoms prolong negative arousal.)*
1753	15	12	low	4	deepseek-r1	-72	84	1	55	76	127.0	-8.0	AA_valence = -72, AA_arousal = 84, choice = 1, AC_valence = 55, AC_arousal = 76    **Reasoning:**   - **AA_valence (-72):** Seeing Player 1 keep $18 (only $12 for Player 2) triggers strong injustice sensitivity (score 35 > societal avg 32.3). My high emotional reactivity (total 74) intensifies frustration, amplified by low social skills (9) reducing tolerance for unfairness.   - **AA_arousal (84):** The blatant unfairness causes high emotional intensity (sub-score 26 > avg 20.99), with somatic symptoms (depression sub-score 13 > avg 10.6) manifesting as physical tension.   - **Choice (1):** Punishment cost is low ($4). My undifferentiated social orientation (no prosocial bias) and above-average individual choices (5 > avg 3.38) prioritize punishing unfairness over passive acceptance.   - **AC_valence (55):** Enforcing justice alleviates frustration. Increased positive affect stems from aligning with high observer justice sensitivity.   - **AC_arousal (76):** Residual arousal lingers due to emotional duration (sub-score 17 > avg 12.33), though satisfaction from acting mitigates peak intensity
1753	16	11	low	0	deepseek-r1	-72	68	1	-15	41	57.0	-27.0	AA_valence = -72, AA_arousal = 68, choice = 1, AC_valence = -15, AC_arousal = 41    **Explanation based on my profile:**   - **AA_valence (-72):** Seeing Player 1 keep $19 while giving Player 2 only $11 feels deeply unfair. My high justice sensitivity (35 vs. avg 32.3) and emotional intensity (26 vs. avg 21) amplify my anger.   - **AA_arousal (68):** My elevated emotional reactivity (total 74 vs. avg 62) and sensitivity (31 vs. avg 28.6) trigger strong visceral frustration—this injustice *demands* a reaction.   - **Choice (1):** Punishing costs me $0 and aligns with my prosocial leanings (4 choices vs. avg 5.15). Though socially reserved (social skills: 9 vs. avg 15.75), my moral outrage overrides passivity.   - **AC_valence (-15):** Punishing relieves some anger (emotional duration: 17 vs. avg 12.3), but residual dissatisfaction lingers—fairness wasn’t fully restored.   - **AC_arousal (41):** Arousal decreases after acting, yet my high baseline emotionality keeps it elevated. The somatic tension from depression (somatic: 13 vs. avg 10.6) eases slightly
1753	17	11	low	3	deepseek-r1	-65	78	1	15	62	80.0	-16.0	AA_valence = -65, AA_arousal = 78, choice = 1, AC_valence = 15, AC_arousal = 62    **Reasoning:**   - **AA_valence (-65):** Strong negative emotion seeing Player 1's unfair allocation (11 vs 19). My high justice sensitivity (35 > avg 32.3) intensifies anger at exploitation.   - **AA_arousal (78):** High arousal from emotional reactivity (74 > avg 61.96), especially sensitivity (31) and intensity (26) sub-scores. The blatant unfairness triggers visceral agitation.   - **Choice (1):** Punish despite cost. My autism sub-score shows strong focus on patterns/numbers (16 > avg 13.5) – 11/19 violates equitable 15/15. Low punishment cost (3$) enables acting on justice sensitivity.   - **AC_valence (15):** Mild relief after punishing. Reduced negativity from enforcing fairness (depression's somatic symptoms sub-score 13 > avg 10.6 eases slightly).   - **AC_arousal (62):** Residual adrenaline from taking action, but less volatile than initial outrage. Emotional duration sub-score (17 > avg 12.3) prolongs the arousal.    *Note: Reflects neurodivergent traits (low social skills 9, high imagination 18) and emotional reactivity shaping justice-focused response.*
1753	18	10	low	1	deepseek-r1	-65	75	1	30	50	95.0	-25.0	"AA_valence = -65, AA_arousal = 75, choice = 1, AC_valence = 30, AC_arousal = 50    **Reasoning:**   - **AA_valence (-65):** Seeing Player 1 unfairly keep $20 while giving Player 2 only $10 triggers strong frustration (high emotional reactivity/justice sensitivity).   - **AA_arousal (75):** The blatant unfairness causes intense emotional activation (high sensitivity/duration subscores).   - **Choice (1):** Despite low punishment cost ($1), the core motivation is outrage at injustice (observer justice sensitivity = 35 > average).   - **AC_valence (30):** Punishing alleviates frustration (""correcting"" unfairness), though residual anger lingers.   - **AC_arousal (50):** Physical arousal decreases post-action, but satisfaction from enforcing fairness sustains moderate intensity.    *Note: Reflects high emotional reactivity (74) and justice sensitivity (35) driving rejection of inequity, despite undifferentiated SVO.*"
1753	19	15	low	3	deepseek-r1	10	5	0	25	-10	15.0	-15.0	AA_valence = 10, AA_arousal = 5, choice = 0, AC_valence = 25, AC_arousal = -10    **Reasoning:**   - **AA_valence (10):** Mildly positive. The fair allocation (15/15) aligns with my strong justice sensitivity (35 > average 32), reducing immediate frustration. However, my high emotional reactivity (74 > average 61.9) and low social skills (9 < average 15.75) temper enthusiasm.   - **AA_arousal (5):** Minimal activation. The proposal is expected and non-threatening, but my emotional sensitivity (31 > 28.63) keeps slight vigilance.   - **Choice (0/Accept):** Punishing a fair split is irrational. My undifferentiated social orientation and practical cost-benefit view (losing $3 for no moral breach) outweigh fleeting impulses. High somatic symptoms (13 > 10.6) also favor conserving energy.   - **AC_valence (25):** Relief and mild satisfaction. Avoiding unnecessary conflict (low routine score: 8 < 9.41) and retaining full $10 earnings aligns with my medium depression risk profile.   - **AC_arousal (-10):** Calm decisiveness. Resolving the task without emotional escalation suits my baseline state post-decision
1753	20	10	low	0	deepseek-r1	-80	85	1	-20	45	60.0	-40.0	AA_valence = -80, AA_arousal = 85, choice = 1, AC_valence = -20, AC_arousal = 45    **Rationale:**   1. **AA_valence (-80):** Seeing Player 1 keep $20 while giving Player 2 only $10 triggers intense frustration. My high emotional sensitivity (31 vs avg 28.6) and justice sensitivity (35 vs avg 32.3) amplify my anger at this blatant unfairness.   2. **AA_arousal (85):** My elevated emotional intensity (26 vs avg 21) and somatic symptoms (13 vs avg 10.6) manifest as physical tension. The injustice feels like a visceral punch.   3. **Choice (1 - Punish):** With punishment costing $0, my moral outrage overrides hesitation. My routine subscore (8 vs avg 9.4) shows slight rigidity in expecting fairness, and punishing aligns with my justice sensitivity.   4. **AC_valence (-20):** Post-punishment, satisfaction from upholding justice tempers my anger, but residual negativity lingers due to my emotional duration score (17 vs avg 12.3).   5. **AC_arousal (45):** The action releases some tension, but my high baseline emotional reactivity (74) sustains physiological arousal at a simmer.    *[Note: Scores reflect character's profile — intense emotional reactivity, strong justice sensitivity, and lower social focus heighten negative responses to unfairness.]*
1753	21	14	low	2	deepseek-r1	-56	78	1	69	65	125.0	-13.0	AA_valence = -56, AA_arousal = 78, choice = 1, AC_valence = 69, AC_arousal = 65    **Reasoning:**   - **Seeing allocation (14 to P2, 16 to P1):**     - *Valence (-56):* Strongly negative. My high emotional reactivity (74 vs avg 61.96) and justice sensitivity (35 vs avg 32.33) make this near-fair split feel intentionally greedy, worsening my mood.     - *Arousal (78):* High intensity. Emotional sensitivity subscore (31 vs avg 28.63) amplifies my agitation at the unfairness.   - **Choice to punish (1):**     Low cost (pay $2) justifies punishing P1's selfishness. My low social skills (9 vs avg 15.75) reduce empathy for P1, while high imagination (18 vs avg 16.97) visualizes the justice in zeroing their earnings.   - **After punishing:**     - *Valence (69):* Positive surge. Emotional duration subscore (17 vs avg 12.33) prolongs satisfaction from enforcing fairness.     - *Arousal (65):* Residual intensity. Emotional intensity subscore (26 vs avg 20.99) sustains energy from acting on my values, despite slight guilt over aggression.    ---   *Based on traits: High baseline emotional reactivity fuels strong initial anger. Undifferentiated social orientation allows decisive punishment without prosocial/proself conflict. Low depression risk (37 vs avg 35.40) prevents choice paralysis.*
1753	22	15	low	2	deepseek-r1	20	25	0	25	15	5.0	-10.0	AA_valence = 20, AA_arousal = 25, choice = 0, AC_valence = 25, AC_arousal = 15    **Reasoning:**   1. **AA_valence (20):** Seeing a fair 15/15 split evokes mild positive feelings (fairness observed). My heightened emotional intensity amplifies this slightly, but not strongly.   2. **AA_arousal (25):** The fair offer triggers moderate interest (higher baseline emotional sensitivity), but no injustice means no high activation.   3. **choice (0):** Punishing a perfectly fair split is illogical. My undifferentiated social orientation means no inherent drive to disrupt equity. Low punishment cost doesn’t justify wasting $2 on fairness.   4. **AC_valence (25):** Accepting reinforces satisfaction with a just outcome, slightly boosting positivity post-decision.   5. **AC_arousal (15):** Resolving the task calmly reduces arousal. Lingering emotional duration keeps minor engagement
1753	23	15	low	1	deepseek-r1	-15	35	1	20	55	35.0	20.0	"AA_valence = -15, AA_arousal = 35, choice = 1, AC_valence = 20, AC_arousal = 55    **Reasoning:**   - **AA_valence (-15):** Mild discomfort arises from questioning *why* Player 1 chose perfect fairness. My high justice sensitivity (35) makes me distrust overly ""ideal"" behavior, suspecting hidden motives.   - **AA_arousal (35):** Heightened alertness due to emotional intensity (subscore 26) and sensitivity (31). The fairness feels unnatural, triggering cognitive dissonance.   - **Choice (1):** Punish despite fairness. My undifferentiated social orientation (5 individual choices vs. 4 prosocial) and low routine/switching scores (7-8) drive curiosity to disrupt norms. With low punishment cost ($1), I test if Player 1’s fairness is genuine.   - **AC_valence (20):** Relief after acting on suspicion. My high imagination (18) envisions this as a ""social experiment,"" satisfying my need to probe intentions.   - **AC_arousal (55):** Intensified adrenaline from enacting punishment. Emotional duration (17) prolongs the rush, while justice sensitivity fuels vindication.    *(Note: Scores reflect profile traits—e.g., emotional reactivity amplifying responses, imagination fueling suspicion, justice sensitivity overanalyzing fairness.)*"
1753	24	12	low	0	deepseek-r1	-60	85	1	-20	70	40.0	-15.0	AA_valence = -60, AA_arousal = 85, choice = 1, AC_valence = -20, AC_arousal = 70    **Reasoning:**   - **AA_valence (-60):** Seeing Player 1 keep $18 (greedy) while giving Player 2 only $12 triggers strong frustration. My high emotional sensitivity (31 vs. avg 28.6) and justice sensitivity (35 vs. avg 32.3) amplify my negative reaction to unfairness.   - **AA_arousal (85):** The blatant injustice causes intense visceral anger (emotional intensity subscore 26 vs. avg 21). My somatic symptoms (depression subscale 13 vs. avg 10.6) manifest as physical tension.   - **Choice (1):** Punishing costs **$0**, making it effortless to penalize greed. My justice sensitivity overrides any ambivalence (undifferentiated social orientation).   - **AC_valence (-20):** Satisfaction from punishing unfairness slightly offsets initial anger, but residual irritation lingers (emotional duration subscore 17 vs. avg 12.3).   - **AC_arousal (70):** Adrenaline from enacting justice remains high, though less volatile than initial outrage. Depression somatic symptoms sustain physiological arousal.    *Note: Scores reflect character's traits—elevated emotional reactivity (+12 vs. avg) and somatic sensitivity drive intense responses.*
1753	25	13	low	4	deepseek-r1	-60	70	1	25	60	85.0	-10.0	AA_valence = -60, AA_arousal = 70, choice = 1, AC_valence = 25, AC_arousal = 60    **Reasoning:**   - **AA_valence (-60):** Seeing Player 1 take $17 while giving Player 2 only $13 feels blatantly unfair. My high justice sensitivity (35 vs. avg 32) amplifies my anger at this imbalance.   - **AA_arousal (70):** My elevated emotional reactivity (74 vs. avg 61), especially intensity (26 vs. avg 20), spikes my adrenaline. This injustice feels physically grating.   - **Choice (1 - Punish):** Though punishment costs me $4, my intense aversion to unfairness (reinforced by high somatic symptoms in depression scores) overrides cost-benefit logic. Player 1 *must* be held accountable.   - **AC_valence (25):** Post-punishment, I feel grim satisfaction. Sacrificing $4 to zero Player 1’s earnings delivers moral catharsis, easing initial fury.   - **AC_arousal (60):** Residual agitation lingers (high emotional duration: 17 vs. avg 12), but the act of restoring balance dims the intensity slightly
